date,sentiment_mean,sentiment_std,news_count,sentiment_confidence,negative_sentiment,neutral_sentiment,positive_sentiment
2025-11-06,1.7727272727272727,0.4289320272288885,22,0.8016605,0.025299964,0.34048048,0.6342196
2025-11-07,1.5769230769230769,0.5777942140988899,26,0.74079823,0.04579427,0.3559678,0.59823793
2025-11-08,2.0,0.0,2,0.90509903,0.025356755,0.069544196,0.90509903
